   230/799        0G    0.0363    0.1065         0    0.1428       640       640    0.6664     0.422    0.4142    0.1423   0.08375    0.5548         0
   231/799        0G   0.03606    0.1042         0    0.1402      1031       640     0.708    0.4143      0.42    0.1449   0.08372    0.5455         0
   232/799        0G   0.03613    0.1126         0    0.1488       854       640    0.7087    0.4212    0.4286    0.1475   0.08374    0.5546         0
   233/799        0G   0.03641    0.1166         0    0.1531      1266       640    0.6263    0.4499    0.4217     0.143   0.08359    0.5647         0
   234/799        0G   0.03578    0.1069         0    0.1427       784       640     0.662    0.4093    0.3971     0.134   0.08413    0.5713         0
   235/799        0G   0.03656      0.11         0    0.1465       895       640    0.6946    0.4186    0.4152    0.1418   0.08395    0.5706         0
   236/799        0G   0.03601    0.1092         0    0.1453       829       640    0.6836    0.4059    0.4025    0.1394   0.08359    0.5441         0
   237/799        0G   0.03699      0.11         0     0.147       801       640    0.6634    0.4315    0.4174    0.1443   0.08402    0.5388         0
   238/799        0G   0.03648    0.1093         0    0.1457      1024       640    0.6546    0.4452    0.4252    0.1449   0.08417    0.5503         0
   239/799        0G   0.03647    0.1158         0    0.1523      1188       640    0.7097    0.4265     0.424    0.1456   0.08348    0.5542         0
   240/799        0G   0.03671    0.1096         0    0.1463       428       640    0.7102    0.4303    0.4267    0.1438   0.08352    0.5337         0
   241/799        0G   0.03629    0.1072         0    0.1434      1060       640    0.6925    0.4222    0.4129    0.1394   0.08371    0.5384         0
   242/799        0G   0.03671   0.09815         0    0.1349      1039       640    0.6765    0.4231    0.4149    0.1416   0.08372    0.5348         0
   243/799        0G    0.0369    0.1164         0    0.1533      1332       640    0.6854    0.4292    0.4271    0.1456   0.08379     0.533         0
   244/799        0G   0.03692    0.1065         0    0.1434       740       640    0.6217    0.4665     0.427    0.1448   0.08422    0.5401         0
   245/799        0G   0.03553    0.1054         0     0.141       875       640    0.6332    0.4701    0.4391     0.151   0.08398    0.5349         0
   246/799        0G    0.0361    0.1124         0    0.1485      1064       640    0.6996    0.4273    0.4195    0.1416   0.08358    0.5704         0
   247/799        0G   0.03615    0.1055         0    0.1416       816       640    0.6339    0.4572    0.4242    0.1414   0.08357    0.5689         0
   248/799        0G   0.03661    0.1033         0    0.1399       734       640    0.6446    0.4602    0.4332    0.1462   0.08332    0.5538         0
   249/799        0G   0.03566    0.1115         0    0.1472       353       640    0.6364     0.464    0.4349    0.1434   0.08345    0.5462         0
   250/799        0G   0.03721    0.1062         0    0.1434      1046       640     0.733      0.43    0.4386    0.1495   0.08307    0.5536         0
   251/799        0G   0.03592    0.1101         0    0.1461       564       640    0.7188    0.4246    0.4228    0.1448   0.08289    0.5529         0
   252/799        0G   0.03638    0.1121         0    0.1484      1040       640    0.7135    0.4273    0.4158    0.1425   0.08411    0.5551         0
